aX,aY,aZ,gX,gY,gZ
-0.030,1.425,1.070,301.758,-10.254,28.625
0.030,1.147,0.879,321.350,-9.338,22.949
0.002,0.990,0.758,329.529,-11.230,20.630
-0.027,0.865,0.655,332.520,-25.940,34.668
-0.074,0.750,0.571,326.477,-31.433,40.955
-0.097,0.739,0.558,320.862,-11.169,25.452
-0.140,0.736,0.434,322.815,10.986,7.019
-0.166,0.735,0.387,336.304,38.452,-13.733
-0.127,0.719,0.384,348.694,47.913,-19.043
-0.082,0.699,0.381,371.704,60.059,-34.546
-0.025,0.641,0.272,374.145,51.941,-36.377
0.001,0.576,0.222,367.310,-8.118,4.028
0.050,0.378,0.122,373.169,-53.406,36.743
0.028,0.339,-0.042,404.724,-130.798,83.252
-0.018,0.222,-0.438,420.593,-136.475,91.614
-0.005,0.081,-0.676,429.382,-73.364,69.885
-0.010,-0.357,-1.245,414.551,-38.391,47.424
-0.033,-0.622,-1.467,363.159,-36.682,38.635
0.039,-1.277,-1.940,345.093,-78.613,73.120
0.174,-1.646,-2.219,345.398,-167.725,183.838
0.900,-2.290,-3.250,336.243,-160.034,197.083
1.159,-2.588,-3.635,282.959,-137.512,168.823
1.090,-2.704,-3.592,2.930,-82.092,20.630
0.284,-2.036,-2.580,-155.823,-18.799,-68.054
-0.001,-1.569,-2.017,-314.270,126.953,-145.813
-0.033,-1.107,-1.178,-335.022,159.668,-131.897
0.052,-0.987,-0.888,-360.474,123.779,-76.416
0.112,-0.756,-0.467,-367.065,84.656,-49.622
0.091,-0.669,-0.307,-353.210,36.865,-17.334
0.043,-0.584,-0.124,-336.609,33.508,-15.442
0.026,-0.562,-0.083,-308.533,37.109,-15.381
-0.009,-0.495,0.032,-302.429,32.898,-11.536
-0.014,-0.437,0.111,-302.856,29.297,-13.428
0.013,-0.353,0.169,-302.002,31.067,-24.597
0.006,-0.316,0.160,-297.729,16.357,-28.442
-0.038,-0.206,0.210,-293.823,-1.343,-18.982
-0.053,-0.134,0.290,-300.537,-45.349,-3.113
-0.191,0.063,0.385,-310.608,-58.044,-3.357
-0.267,0.148,0.400,-311.401,-43.335,-14.282
-0.178,0.249,0.484,-298.645,-19.592,-17.700
-0.093,0.230,0.520,-260.620,3.540,-37.354
-0.053,0.273,0.500,-250.183,-1.343,-49.377
-0.106,0.364,0.452,-260.986,-3.052,-65.247
-0.227,0.541,0.372,-272.339,4.395,-57.800
-0.207,0.588,0.433,-279.480,3.235,-10.315
-0.100,0.664,0.640,-271.667,-8.484,6.287
-0.034,0.723,0.687,-251.587,-9.277,-25.085
0.074,0.950,0.656,-256.470,2.869,-66.284
0.047,1.066,0.580,-279.602,25.696,-135.803
-0.108,1.315,0.474,-291.809,22.949,-124.084
-0.132,1.546,0.614,-316.895,-1.038,-36.926
-0.056,2.169,1.303,-324.280,-1.831,-22.522
0.007,2.454,1.763,-293.030,40.405,-68.420
0.144,2.840,2.636,-235.413,65.247,-82.642
0.219,2.825,2.909,-40.222,63.843,-28.687
0.401,2.447,2.699,62.927,34.058,13.489
0.419,2.143,2.358,150.757,-1.953,36.865
0.371,1.832,2.010,252.502,-33.325,17.090
0.197,1.360,1.503,266.357,-24.292,-7.568
0.122,1.238,1.371,248.535,-1.709,-38.269
0.022,1.233,1.311,231.750,2.319,-36.072
0.010,1.286,1.331,217.651,-2.136,-9.277
0.103,1.349,1.319,225.891,-11.230,4.089
0.144,1.353,1.268,264.282,-37.598,5.066
0.134,1.193,1.106,286.316,-40.649,-4.639
0.109,1.026,0.973,318.420,-48.401,1.526
0.080,0.780,0.742,321.472,-69.519,25.024
0.079,0.716,0.719,319.031,-112.854,70.251
0.030,0.820,0.643,320.984,-112.488,69.824
-0.009,0.824,0.568,328.308,-90.271,53.467
-0.002,0.635,0.386,350.769,-32.043,19.470
0.015,0.536,0.299,355.957,-29.968,15.747
0.012,0.503,0.234,358.459,-79.285,28.259
-0.029,0.538,0.144,360.962,-98.572,32.104
-0.035,0.505,0.101,377.014,-87.891,22.705
-0.043,0.540,-0.014,380.310,-60.486,5.493
-0.095,0.550,-0.118,378.113,15.198,-55.237
-0.223,0.372,-0.377,377.380,39.001,-72.754
-0.226,0.197,-0.462,387.451,0.549,-28.259
-0.176,0.052,-0.615,392.151,-62.500,26.978
-0.165,0.028,-0.706,420.166,-209.229,139.709
-0.011,-0.320,-1.122,460.999,-265.198,187.073
0.299,-0.582,-1.656,564.453,-324.768,296.814
1.591,-1.457,-3.510,569.641,-353.149,338.806
2.065,-2.319,-4.000,302.002,-358.337,217.346
1.542,-2.661,-3.987,54.749,-217.773,51.575
0.947,-2.052,-3.559,-262.085,160.156,-175.659
0.241,-1.327,-2.347,-300.781,236.206,-171.387
0.214,-1.185,-1.793,-338.074,201.477,-88.867
0.247,-0.892,-1.083,-367.920,166.443,-73.425
0.225,-0.780,-0.865,-406.006,119.934,-73.914
0.193,-0.659,-0.522,-410.522,102.417,-65.491
0.188,-0.584,-0.374,-402.710,69.763,-44.006
0.156,-0.422,-0.113,-395.691,61.096,-43.945
0.132,-0.357,-0.008,-377.197,63.599,-59.448
0.070,-0.251,0.135,-362.854,65.857,-69.702
0.028,-0.222,0.162,-345.886,63.049,-77.942
-0.035,-0.159,0.162,-314.148,31.372,-76.721
-0.056,-0.087,0.190,-310.364,10.559,-61.096
-0.165,0.092,0.331,-343.018,-20.752,-27.039
-0.229,0.195,0.413,-360.962,-30.396,-25.085
-0.269,0.269,0.472,-322.021,-17.395,-48.889
-0.293,0.246,0.494,-288.574,0.916,-51.392
-0.276,0.255,0.511,-267.090,20.691,-23.926

0.101,2.006,1.847,-279.053,66.467,15.076
0.274,2.041,2.073,-152.771,76.904,-21.606
0.446,1.991,2.290,-93.506,55.481,-34.912
0.400,1.929,2.259,-1.587,-14.648,-30.029
0.116,1.753,1.908,46.753,-44.006,-20.447
-0.023,1.583,1.715,137.695,-67.688,-21.790
-0.193,1.311,1.466,158.203,-56.458,-27.100
-0.218,1.272,1.384,169.373,-11.292,-32.898
-0.163,1.249,1.335,173.584,4.700,-28.625
-0.117,1.243,1.359,186.645,0.000,-9.949
-0.117,1.244,1.369,197.327,-13.000,-4.456
-0.142,1.230,1.319,225.098,-30.823,2.075
-0.171,1.128,1.181,238.770,-36.377,9.460
-0.187,1.081,1.098,260.437,-45.410,24.231
-0.187,0.901,0.953,269.287,-46.692,31.677
-0.169,0.819,0.890,278.870,-53.101,51.697
-0.122,0.687,0.799,284.119,-58.105,57.922
-0.122,0.672,0.734,295.105,-52.979,52.368
-0.146,0.684,0.587,299.622,-42.114,41.443
-0.161,0.728,0.543,304.077,-11.536,10.864
-0.138,0.706,0.479,308.899,9.766,-7.019
-0.113,0.639,0.454,325.012,27.161,-20.447
-0.116,0.750,0.345,325.134,22.644,-19.531
-0.101,0.820,0.383,324.524,21.423,-17.822
-0.010,0.996,0.500,321.350,53.406,-33.264
0.023,0.971,0.496,328.491,75.806,-52.246
0.066,0.950,0.429,356.934,48.706,-48.096
0.098,0.872,0.340,380.798,-16.968,-18.982
0.068,0.852,0.179,442.627,-167.969,56.824
0.017,0.289,-0.533,480.408,-230.103,105.103
0.068,-0.154,-1.174,538.452,-314.819,207.642
0.490,-1.319,-2.999,527.710,-319.214,235.474
0.828,-2.155,-3.753,368.225,-218.567,226.501
1.433,-3.393,-4.000,235.657,-138.306,200.317
1.594,-3.432,-3.978,-23.376,-7.507,101.624
1.204,-2.531,-2.850,-134.766,30.579,21.667
0.701,-1.875,-2.026,-281.738,85.510,-146.973
-0.054,-0.877,-0.768,-305.542,116.638,-199.463
-0.171,-0.681,-0.371,-300.598,172.607,-211.853
-0.099,-0.630,0.107,-296.143,189.026,-185.852
-0.027,-0.630,0.198,-280.273,184.631,-122.253
0.033,-0.599,0.227,-261.780,166.260,-94.727
0.022,-0.574,0.208,-210.632,121.155,-47.791
-0.035,-0.569,0.166,-188.110,97.778,-25.024
-0.061,-0.605,0.174,-172.302,50.354,17.517
-0.105,-0.644,0.179,-174.072,31.189,30.884
-0.121,-0.643,0.145,-180.115,4.150,32.043
-0.126,-0.620,0.082,-190.124,-5.615,27.222
-0.122,-0.575,0.068,-224.121,-5.066,13.489
-0.058,-0.475,0.135,-244.324,0.854,4.150
-0.013,-0.437,0.186,-288.269,3.296,-16.968
-0.021,-0.264,0.176,-306.030,5.249,-19.897
-0.046,-0.150,0.145,-299.622,-6.042,-31.494
-0.097,0.033,0.131,-289.429,-17.761,-39.612
-0.152,0.121,0.154,-297.424,-36.011,-40.283
-0.271,0.318,0.207,-309.326,-38.757,-28.687
-0.285,0.388,0.255,-318.237,-34.607,1.831
-0.261,0.546,0.358,-321.838,-25.330,6.592
-0.240,0.706,0.394,-345.703,17.639,-20.874
-0.222,1.031,0.537,-355.225,42.969,-42.114
-0.198,1.153,0.632,-356.140,66.711,-57.495
-0.192,1.519,0.827,-351.257,62.439,-48.767
-0.189,1.738,0.933,-345.215,57.129,-35.095
-0.064,1.977,1.304,-312.256,52.368,3.540
0.055,1.995,1.487,-285.828,50.415,24.597
0.160,1.963,1.632,-217.712,25.269,50.903
0.194,1.909,1.783,-179.382,2.075,49.438
0.126,1.964,1.810,-109.253,-28.625,19.775
0.061,2.090,1.963,-75.012,-23.987,4.456
0.095,2.043,2.094,9.949,-11.841,-7.385
0.125,1.796,2.159,58.594,-20.142,-6.897
0.089,1.661,2.013,136.963,-46.082,-1.709
-0.042,1.462,1.630,158.508,-52.612,0.916
-0.111,1.411,1.493,178.101,-47.668,-1.099
-0.198,1.384,1.338,185.608,-37.903,-4.761
-0.215,1.378,1.290,204.651,-17.273,-9.521
-0.213,1.380,1.229,215.820,-13.062,-7.324
-0.193,1.381,1.182,245.056,-14.282,-1.221
-0.162,1.259,1.019,263.062,-17.090,2.563
-0.165,1.135,0.904,292.725,-27.710,22.827
-0.109,1.000,0.707,298.828,-32.166,39.124
-0.060,0.990,0.669,298.950,-22.827,48.889
-0.008,0.882,0.619,303.101,-9.094,38.879
-0.006,0.826,0.545,318.176,4.944,23.315
-0.021,0.738,0.383,327.820,-4.700,24.170
-0.022,0.711,0.356,337.402,-20.020,29.419
0.010,0.926,0.331,346.191,-11.719,18.372
0.014,0.951,0.282,344.482,25.757,-15.625
0.006,0.865,0.262,359.131,80.017,-71.106
0.044,0.719,0.199,369.263,73.303,-77.148
0.062,0.637,0.175,394.775,9.949,-57.678
0.068,0.501,0.050,408.264,-32.227,-32.349
0.024,0.510,-0.084,427.612,-107.849,27.710
-0.134,0.390,-0.388,441.162,-131.226,53.040
-0.232,0.199,-0.570,489.807,-161.560,96.130
-0.298,-0.271,-1.318,518.127,-176.880,119.080
-0.224,-0.627,-1.874,539.185,-213.257,187.439
0.297,-1.572,-3.237,520.569,-213.013,214.783
0.739,-2.176,-3.864,363.831,-126.221,141.174
0.946,-3.144,-4.000,196.167,-58.044,47.424
0.675,-2.880,-3.935,-157.471,66.833,-82.153
0.136,-1.621,-2.669,-260.742,100.098,-93.323
0.061,-1.191,-1.896,-341.614,127.136,-72.144
0.184,-0.784,-0.988,-359.070,127.075,-59.570
0.259,-0.662,-0.763,-378.540,102.966,-37.170
0.276,-0.495,-0.395,-377.686,85.144,-30.457
0.238,-0.457,-0.218,-356.995,60.303,-37.537
0.140,-0.415,0.011,-345.093,58.838,-47.913
0.080,-0.402,0.065,-327.759,58.594,-64.270
-0.042,-0.370,0.141,-322.021,53.772,-65.552
-0.107,-0.355,0.174,-319.763,32.043,-56.885
-0.210,-0.305,0.193,-321.533,15.198,-44.495
-0.251,-0.261,0.197,-305.725,-4.089,-11.475
-0.267,-0.154,0.259,-303.345,-3.906,0.000
-0.237,-0.086,0.333,-307.495,12.207,-16.357
-0.179,0.007,0.403,-304.993,25.391,-41.321
-0.190,0.031,0.367,-300.476,41.138,-66.345
-0.217,0.089,0.266,-300.171,35.400,-52.429
-0.189,0.166,0.294,-308.350,3.540,-3.662

0.166,1.767,1.300,-259.033,45.776,-17.151
0.161,1.884,1.499,-218.262,6.958,9.705
0.124,2.035,1.887,-190.918,1.648,18.982
0.116,2.084,2.011,-105.652,11.353,35.645
0.153,1.936,2.112,-44.739,11.169,31.433
0.169,1.765,2.027,66.040,6.409,0.793
0.132,1.351,1.706,101.379,3.662,-14.099
0.062,1.222,1.550,125.488,-5.798,-20.874
-0.120,1.197,1.396,126.282,-11.108,-14.221
-0.163,1.212,1.411,133.362,-16.846,4.395
-0.123,1.255,1.428,143.372,-17.273,10.254
-0.103,1.283,1.392,179.626,-14.587,5.676
-0.112,1.330,1.273,199.219,-9.644,-2.075
-0.119,1.299,1.210,229.980,4.272,-10.376
-0.038,1.188,1.106,241.760,5.432,-6.165
0.038,1.195,1.099,248.291,1.343,-1.099
0.133,1.289,1.127,258.301,-2.991,-8.728
0.155,1.264,1.123,271.301,1.282,-19.714
0.150,1.156,1.068,312.256,-11.902,-28.992
0.056,0.935,0.785,333.252,-40.344,-16.663
-0.001,0.937,0.678,356.811,-84.045,20.935
0.010,1.049,0.571,360.718,-62.683,15.869
0.052,0.929,0.488,377.502,0.305,-27.710
0.049,0.563,0.271,386.963,-17.029,-22.644
-0.001,0.619,0.207,387.695,-90.820,24.475
-0.030,0.969,0.128,386.902,-85.754,25.513
-0.036,0.964,0.126,406.250,-33.325,-8.545
-0.126,0.599,0.022,426.941,-29.297,-9.338
-0.083,0.291,-0.410,465.637,-85.754,60.181
-0.049,0.284,-0.698,471.374,-133.118,116.699
-0.031,-0.076,-1.344,481.567,-196.899,186.340
0.150,-0.714,-1.981,516.479,-182.129,187.988
0.869,-2.286,-3.901,513.916,-118.652,164.124
1.060,-2.849,-4.000,420.410,-116.821,149.414
1.116,-3.033,-4.000,145.813,-61.890,82.947
0.730,-2.654,-3.629,1.038,6.714,15.808
0.331,-2.180,-2.938,-265.381,101.501,-107.849
-0.151,-1.012,-1.404,-340.454,121.216,-129.395
-0.167,-0.682,-0.912,-359.558,137.268,-109.863
-0.034,-0.582,-0.394,-341.309,128.540,-85.815
0.007,-0.587,-0.255,-309.021,78.430,-31.677
-0.003,-0.544,-0.043,-297.546,53.345,-10.742
-0.016,-0.522,0.021,-278.931,33.630,0.000
-0.062,-0.506,0.081,-271.240,32.654,-7.019
-0.106,-0.501,0.116,-267.212,29.785,-18.738
-0.170,-0.465,0.188,-269.897,25.208,-19.348
-0.176,-0.439,0.229,-270.508,3.052,-15.503
-0.159,-0.373,0.328,-266.479,-13.245,-17.151
-0.155,-0.339,0.362,-259.766,-39.734,-37.354
-0.227,-0.225,0.323,-257.446,-44.250,-50.415
-0.307,-0.165,0.258,-251.587,-39.063,-58.044
-0.405,-0.099,0.170,-259.033,-31.189,-38.940
-0.365,-0.043,0.200,-296.875,-22.766,26.184
-0.243,0.148,0.380,-313.721,-28.198,44.128
-0.212,0.250,0.503,-321.594,-31.372,26.062
-0.145,0.390,0.658,-313.171,-15.381,-3.418
-0.112,0.448,0.646,-291.016,31.555,-70.679
-0.099,0.553,0.564,-279.907,43.945,-88.806
-0.132,0.598,0.556,-263.489,32.166,-68.787
-0.224,0.931,0.580,-278.748,27.222,-36.316
-0.224,1.094,0.643,-315.247,22.034,-7.996
-0.123,1.159,0.850,-316.772,19.348,-5.127
-0.072,1.166,0.919,-267.090,14.832,-10.742
0.019,1.332,0.982,-241.882,19.287,-20.752
0.058,1.465,1.062,-227.783,42.664,-46.021
0.059,1.610,1.372,-222.534,51.208,-53.833
0.039,1.663,1.553,-191.345,40.527,-40.527
0.015,1.802,1.833,-163.452,25.635,-26.733
-0.004,1.810,1.912,-83.313,0.305,-1.038
0.033,1.742,1.917,-40.466,-2.808,7.263
0.107,1.660,1.872,29.846,10.437,0.916
0.219,1.491,1.747,55.176,15.808,-10.925
0.213,1.470,1.701,94.177,8.423,-30.823
0.172,1.595,1.674,110.168,3.357,-35.645
0.174,1.633,1.668,128.113,1.953,-39.063
0.179,1.619,1.637,177.246,-4.944,-39.368
0.126,1.499,1.468,204.590,-16.663,-35.400
0.084,1.426,1.368,246.460,-44.556,-18.616
0.061,1.356,1.184,260.010,-53.833,-10.742
0.034,1.308,1.069,287.598,-58.899,-4.700
-0.061,1.029,0.863,301.453,-62.317,1.709
-0.089,0.909,0.801,315.674,-79.041,24.170
-0.102,0.874,0.714,314.148,-79.529,28.320
-0.103,0.828,0.661,320.251,-63.232,18.555
-0.143,0.630,0.497,328.918,-62.805,19.226
-0.149,0.591,0.424,337.524,-68.481,36.377
-0.094,0.561,0.330,339.294,-61.096,36.377
-0.067,0.548,0.277,341.492,-46.631,21.484
-0.076,0.632,0.176,335.999,-49.561,20.386
-0.097,0.674,0.230,327.026,-58.533,38.208
-0.080,0.670,0.345,335.205,-48.828,40.710
-0.042,0.616,0.307,354.919,-34.180,36.133
-0.012,0.709,0.072,386.047,-39.490,36.194
-0.105,0.661,0.006,388.428,-69.641,54.993
-0.223,0.490,-0.016,425.049,-146.606,150.452
-0.194,0.236,-0.440,462.585,-154.053,203.308
-0.008,0.126,-1.025,530.334,-91.309,211.853
0.353,-0.870,-2.498,526.611,-63.232,168.335
0.463,-1.682,-3.035,397.949,-60.059,98.511
0.740,-2.708,-3.834,290.710,-58.777,99.548
0.866,-2.813,-4.000,75.989,-28.748,92.957
0.780,-2.586,-3.577,-29.602,3.601,49.805
0.475,-2.245,-2.985,-233.826,56.702,-48.767
-0.039,-1.317,-1.670,-303.833,72.083,-71.960
-0.062,-0.774,-0.837,-335.876,97.473,-65.796
0.018,-0.715,-0.589,-311.279,111.572,-50.110
0.139,-0.665,-0.281,-325.806,104.553,-43.030
0.151,-0.596,-0.165,-356.628,72.083,-32.776
0.124,-0.465,0.046,-351.135,52.795,-33.081
0.072,-0.440,0.123,-335.510,35.645,-35.583
-0.036,-0.381,0.176,-319.153,15.259,-37.537
-0.056,-0.344,0.195,-316.528,9.216,-35.889
-0.050,-0.278,0.238,-291.260,2.380,-35.583
-0.048,-0.203,0.276,-285.828,-3.174,-36.011
-0.085,-0.109,0.312,-292.175,-13.000,-51.025
-0.239,0.007,0.401,-295.715,-14.038,-57.556
-0.288,0.055,0.454,-295.288,-9.827,-34.180
-0.287,0.161,0.568,-290.833,-10.925,-11.353
-0.266,0.246,0.648,-285.645,-7.812,12.695

-0.143,1.942,1.221,-350.403,46.509,-92.468
-0.145,2.064,1.474,-276.245,61.218,-91.248
-0.224,2.149,1.773,-223.450,42.847,-57.251
-0.241,2.188,1.849,-130.737,-15.991,45.898
-0.146,2.248,2.011,-87.585,-39.063,83.496
-0.066,2.170,2.065,19.165,-47.241,80.688
-0.002,1.810,1.851,74.951,-32.898,50.842
-0.031,1.587,1.625,154.907,-0.244,-14.954
-0.177,1.266,1.234,169.250,6.592,-32.715
-0.247,1.213,1.157,158.936,5.127,-24.902
-0.290,1.259,1.224,152.283,2.563,-10.681
-0.285,1.305,1.267,170.898,-2.197,1.587
-0.295,1.356,1.193,192.505,-0.488,-3.296
-0.286,1.361,1.114,230.591,15.381,-17.700
-0.207,1.293,1.036,241.943,25.330,-22.888
-0.156,1.201,1.025,250.854,31.799,-22.888
-0.117,1.102,1.012,268.372,22.888,-8.362
-0.074,0.961,0.902,277.832,12.634,-1.587
-0.064,0.849,0.826,302.612,-8.850,11.169
-0.038,0.633,0.666,311.401,-23.804,22.949
-0.048,0.601,0.585,315.674,-56.091,38.208
-0.102,0.588,0.424,315.735,-60.120,35.645
-0.123,0.565,0.381,322.632,-43.579,24.414
-0.122,0.616,0.291,324.463,-26.978,10.925
-0.114,0.582,0.274,326.538,3.479,-22.461
-0.116,0.650,0.260,322.571,2.258,-29.358
-0.121,0.745,0.337,319.702,-10.132,-36.194
-0.089,0.885,0.517,323.181,5.737,-47.791
-0.052,0.763,0.535,365.356,42.297,-59.998
0.012,0.502,0.248,393.433,24.780,-39.734
-0.006,0.531,-0.005,411.621,-15.869,-10.864
-0.101,0.303,-0.429,432.922,-100.159,48.340
-0.142,0.068,-0.679,446.777,-136.780,88.684
-0.120,-0.544,-1.503,480.713,-203.064,174.927
-0.000,-1.065,-2.165,489.990,-217.163,206.055
0.474,-2.309,-3.499,422.913,-200.073,251.648
0.785,-2.742,-3.904,336.975,-175.720,265.930
1.221,-3.015,-3.927,116.333,-85.876,197.937
1.112,-2.835,-3.506,-9.094,-18.616,93.079
0.767,-2.385,-2.827,-245.056,75.684,-117.004
0.140,-1.304,-1.446,-308.777,92.957,-160.828
0.043,-0.997,-0.990,-332.092,98.389,-138.123
0.099,-0.727,-0.462,-324.951,95.398,-110.168
0.136,-0.680,-0.307,-284.485,87.524,-82.458
0.164,-0.666,-0.121,-276.245,59.448,-72.632
0.049,-0.552,-0.032,-284.851,37.354,-65.796
-0.045,-0.490,0.019,-290.100,16.907,-61.340
-0.184,-0.415,0.057,-283.936,10.437,-66.223
-0.204,-0.398,0.028,-278.687,21.912,-69.946
-0.197,-0.346,-0.003,-283.325,29.724,-55.481
-0.198,-0.296,-0.005,-294.739,21.118,-39.063
-0.181,-0.146,0.032,-325.134,-0.671,-5.249
-0.188,-0.065,0.070,-336.182,-11.841,5.005
-0.246,0.082,0.117,-338.257,-24.414,4.761
-0.259,0.174,0.142,-338.623,-20.081,0.488
-0.243,0.257,0.193,-341.980,-2.380,-15.625
-0.180,0.353,0.306,-339.233,4.700,-25.574
-0.165,0.377,0.343,-329.040,8.179,-39.001
-0.182,0.454,0.351,-326.843,6.836,-39.612
-0.192,0.597,0.358,-330.872,5.554,-37.476
-0.166,0.931,0.455,-332.214,13.916,-50.110
-0.135,1.005,0.540,-317.200,48.706,-91.492
-0.024,1.064,0.684,-302.673,65.918,-108.459
-0.001,1.195,0.721,-286.377,91.797,-136.169
-0.145,1.895,0.733,-303.467,113.953,-134.705
-0.161,2.339,0.945,-352.234,111.267,-75.989
0.031,3.087,2.081,-362.183,84.106,-10.010
0.182,3.195,2.770,-206.055,43.762,86.243
0.633,2.648,3.051,-64.331,40.894,87.585
0.789,2.217,2.584,130.371,11.169,30.457
0.650,1.575,1.676,154.541,-20.142,-2.991
0.407,1.401,1.471,138.733,-57.739,-46.570
-0.039,1.260,1.280,132.812,-53.528,-54.626
-0.134,1.213,1.219,145.752,-29.785,-38.635
-0.076,1.159,1.146,156.860,-23.376,-21.973
-0.011,1.170,1.121,177.124,-27.283,-4.272
0.063,1.245,1.084,189.514,-30.151,-8.545
0.083,1.275,1.040,202.515,-27.710,-19.348
0.060,1.110,0.947,230.041,-25.208,-33.447
0.027,0.958,0.911,243.591,-38.696,-23.621
-0.006,0.849,0.864,257.507,-78.064,18.982
-0.052,0.866,0.763,258.362,-81.665,32.715
-0.039,0.877,0.738,264.587,-35.217,20.325
0.041,0.706,0.701,273.376,-12.573,6.348
0.046,0.599,0.669,286.499,-36.133,10.681
-0.022,0.636,0.658,289.978,-63.049,23.682
-0.052,0.757,0.615,297.119,-57.922,13.489
-0.049,0.850,0.533,304.810,-28.564,-4.089
-0.028,0.822,0.539,328.674,26.917,-40.833
0.032,0.786,0.439,341.736,46.570,-63.843
0.047,0.645,0.331,368.713,37.659,-72.083
0.037,0.467,0.142,376.526,-2.075,-43.823
0.020,0.612,0.026,374.451,-58.350,-3.723
-0.068,0.729,-0.114,377.869,-49.255,-10.315
-0.146,0.629,-0.186,411.194,-12.329,-36.072
-0.336,0.212,-0.430,443.665,-18.616,-32.593
-0.477,-0.066,-0.657,538.696,-94.177,36.865
-0.729,-0.696,-2.067,607.422,-139.160,87.830
-0.486,-1.178,-3.251,676.636,-176.331,141.663
0.569,-2.967,-4.000,612.915,-262.695,207.520
0.590,-3.589,-4.000,387.695,-264.954,157.654
-0.219,-2.459,-3.717,-200.439,-39.124,-43.762
-0.349,-1.633,-3.048,-363.525,83.923,-87.036
0.006,-0.830,-1.376,-436.279,151.917,-54.016
0.134,-0.615,-0.871,-439.514,121.582,-39.001
0.068,-0.378,-0.314,-403.686,60.303,-31.189
0.023,-0.356,-0.145,-383.972,48.340,-28.870
-0.015,-0.354,0.058,-375.244,47.607,-12.451
-0.018,-0.350,0.123,-370.483,45.471,-0.977
-0.042,-0.341,0.179,-333.801,14.648,7.202
-0.144,-0.328,0.234,-314.453,-5.920,5.005
-0.182,-0.319,0.235,-300.476,-42.175,8.606
-0.229,-0.305,0.235,-288.818,-54.810,11.597
-0.259,-0.297,0.239,-273.743,-66.772,19.348
-0.344,-0.183,0.185,-278.259,-64.331,23.132
-0.318,-0.126,0.199,-294.067,-41.138,24.780
-0.187,0.033,0.363,-301.514,-28.625,17.273
-0.154,0.128,0.443,-304.138,-15.015,-25.269
-0.247,0.205,0.436,-297.424,-12.268,-41.260

-0.166,1.764,1.000,-330.017,80.627,5.188
-0.062,1.869,1.268,-282.532,49.866,22.034
0.137,1.844,1.572,-240.112,38.574,15.869
0.184,1.767,1.565,-160.583,11.597,7.996
0.057,1.626,1.456,-136.475,-9.033,8.362
-0.065,1.624,1.477,-118.042,-32.104,4.761
-0.203,1.789,1.665,-109.741,-20.203,-5.066
-0.176,1.935,1.759,-57.251,25.635,-29.480
-0.035,2.089,1.961,-10.986,37.964,-37.598
0.006,2.135,1.995,85.022,32.349,-33.569
0.038,2.194,1.832,129.639,23.132,-29.724
0.036,2.106,1.676,213.501,14.221,-26.550
0.048,1.796,1.347,245.728,9.827,-19.287
0.042,1.697,1.238,279.053,-12.146,-2.808
0.022,1.648,1.098,288.147,-17.151,-3.662
0.026,1.599,1.006,316.101,-10.254,-20.996
0.045,1.401,0.771,330.811,-13.245,-22.034
0.038,1.282,0.697,348.145,-45.105,-12.268
-0.045,0.971,0.582,355.041,-64.270,-7.385
-0.131,0.864,0.452,363.770,-91.736,23.560
-0.209,0.790,0.264,360.290,-94.727,48.218
-0.168,0.748,0.274,354.431,-88.013,67.322
-0.070,0.591,0.251,357.971,-63.843,66.528
-0.052,0.567,0.171,367.798,-57.922,55.908
-0.051,0.590,0.088,382.874,-53.223,36.438
-0.060,0.559,0.001,386.169,-45.166,30.457
-0.035,0.507,-0.075,379.028,-23.682,23.926
-0.034,0.434,-0.084,372.498,-20.630,22.766
-0.059,0.292,-0.087,366.272,-43.091,41.138
-0.053,0.255,-0.119,371.704,-73.303,69.153
-0.081,0.257,-0.300,377.136,-78.613,75.134
-0.120,0.191,-0.422,396.545,-76.538,88.623
-0.177,-0.127,-0.700,411.560,-80.444,107.300
-0.121,-0.348,-0.901,459.717,-110.901,175.293
0.309,-0.781,-1.703,490.723,-137.878,221.374
0.748,-1.066,-2.402,529.175,-174.499,265.198
1.868,-2.266,-3.933,478.943,-158.020,215.637
1.953,-2.798,-4.000,126.770,-29.785,-26.672
1.086,-2.478,-3.917,-85.449,48.767,-125.610
0.642,-1.939,-3.456,-331.482,88.684,-123.718
0.317,-1.116,-2.046,-387.451,68.054,-91.553
0.237,-0.821,-1.513,-417.175,57.068,-80.200
0.091,-0.537,-0.880,-413.940,85.327,-125.427
0.041,-0.460,-0.705,-429.504,110.962,-140.442
-0.004,-0.302,-0.387,-470.581,123.352,-123.535
-0.035,-0.223,-0.202,-473.145,103.333,-107.239
-0.134,-0.068,0.108,-447.205,57.129,-85.754
-0.177,0.020,0.197,-428.101,46.814,-80.261
-0.197,0.101,0.256,-389.465,50.537,-77.148
-0.220,0.152,0.355,-368.774,53.833,-77.393
-0.236,0.150,0.371,-327.393,38.147,-65.491
-0.287,0.224,0.305,-315.735,18.555,-45.532
-0.299,0.306,0.325,-313.110,-10.986,-0.549
-0.230,0.473,0.447,-316.895,-4.578,2.380
-0.173,0.540,0.486,-320.618,26.794,-23.621
-0.112,0.641,0.543,-320.190,33.081,-39.978
-0.156,0.629,0.548,-306.458,17.944,-39.490
-0.193,0.641,0.544,-295.532,4.639,-13.794
-0.144,0.727,0.566,-280.457,-1.343,12.573
